41.2480717	-80.3310978
41.1225398	-80.332974
41.1192281	-80.3286919
41.092595	-80.3231934
41.112781	-80.2577461
41.1120232	-80.4337527
41.2211075	-80.2386153
41.2264516	-80.2383766
41.2271234	-80.2377328
41.2271678	-80.2387816
41.2196287	-80.2170557
41.1565404	-80.5774641
41.2635295	-80.475626
41.228263	-80.444577
41.225491	-80.451587
41.235938	-80.415999
41.23648	-80.396732
41.236142	-80.461055
41.238206	-80.468139
41.244858	-80.456393
41.283344	-80.42875
41.283729	-80.428428
41.28325	-80.42603
41.267779	-80.471093
41.265086	-80.475009
41.261198	-80.478703
41.232717	-80.513991
41.233713	-80.51289
41.232823	-80.509749
41.233236	-80.509457
41.235114	-80.509522
41.235633	-80.508972
41.23304	-80.504447
41.223328	-80.493219
41.216471	-80.494202
41.219966	-80.503148
41.215047	-80.504751
41.214821	-80.500185
41.210961	-80.496484
41.21187	-80.501267
41.211783	-80.506168
41.202897	-80.495212
41.200724	-80.492146
41.329006	-80.435023
41.172807	-80.457698
41.229811	-80.565728
41.21725	-80.555956
41.16297	-80.568835
41.155402	-80.568986
41.15511	-80.570314
41.15507	-80.571631
41.123118	-80.335708
41.247327	-80.281836
41.225938	-80.259753
41.226607	-80.510285
41.406651	-80.387336
41.406181	-80.396747
41.403704	-80.455914
41.404265	-80.388312
41.404694	-80.381172
41.412649	-80.383421
41.413611	-80.384444
41.413198	-80.384225
41.412417	-80.382872
41.403245	-80.393906
41.404854	-80.390131
41.405451	-80.385996
41.42085	-80.379665
41.448094	-80.398949
41.379943	-80.3319353
41.424365	-80.38922
41.452926	-80.314223
41.488271	-80.438842
41.484667	-80.439499
41.484442	-80.436039
41.35129	-80.082302
41.335236	-80.09748
41.336196	-80.104957
41.339912	-80.108383
41.44718	-80.206452
41.154667	-80.104613
41.157549	-80.087907
41.159365	-80.086323
41.161407	-80.087385
41.141147	-80.156754
41.15519	-80.110013
41.262469	-80.4474574
41.158537	-80.086621
41.157194	-80.087153
41.159421	-80.085338
41.169125	-80.107443
41.139237	-80.157941
41.140125	-80.156893
41.150134	-80.073586
41.138605	-80.076927
41.164501	-80.08327
41.168192	-80.083158
41.273174	-80.138445
41.319141	-80.259904
41.331618	-80.31813
41.15471	-80.07761
40.975755	-80.137687
41.062826	-80.056748
41.059757	-80.044542
41.060598	-80.048615
41.061513	-80.052433
41.06136	-80.051379
41.06166	-80.04451
41.065025	-80.042858
41.070427	-80.035487
41.011393	-80.007573
41.009923	-80.00637
41.012178	-80.006571
41.064818	-80.05502
41.012444	-80.00189
41.137514	-80.009398
41.136083	-80.009145
41.19149	-79.976004
41.131014	-80.003763
41.108542	-79.899256
41.056282	-80.050504
41.006163	-79.89743
40.978754	-80.139849
40.793016	-80.136926
40.787115	-80.132579
40.763715	-79.762712
40.763982	-79.767046
40.773106	-79.763559
40.779954	-79.944469
40.785311	-79.946794
40.8	-79.937055
40.789296	-80.14323
40.786771	-80.034162
40.761627	-80.063448
40.770266	-80.0585
40.769393	-80.062421
40.768941	-80.064847
40.768127	-80.061171
40.7972	-80.135688
40.795743	-80.137786
40.797405	-80.133628
40.768666	-80.175012
40.853845	-79.935031
40.860381	-79.936103
40.852861	-79.924629
40.854921	-79.888187
40.856614	-79.89488
40.858434	-79.89516
40.860886	-79.895384
40.89066	-79.985371
40.853131	-79.951584
40.863254	-79.966943
40.855993	-79.95654
